date,sales,orders,units_sold,returns,website_visits,conversion_rate,avg_order_value,price,base_price,discount_pct,marketing_spend,promotion,is_holiday,holiday_name,day_of_week,day_of_week_num,month,day_of_month,week_of_year,is_weekend
2024-01-05,2126.67,33,54,3,1307,0.0251,69.16,33.46,42.01619412968672,0.20368160438904082,121.28,1,0,,Friday,4,1,5,1,0
2024-01-06,1648.16,31,43,2,1030,0.0297,55.87,41.42,42.49470610455536,0.025346021898091733,92.27,0,0,,Saturday,5,1,6,1,1
2024-01-07,1452.55,29,45,2,1151,0.0255,52.82,41.9,42.77879897474727,0.020470603590850917,82.1,0,0,,Sunday,6,1,7,1,1
2024-01-08,1470.0,28,50,4,1136,0.0244,58.8,41.59,43.35068616467702,0.04054392905039592,73.23,0,0,,Monday,0,1,8,2,0
2024-01-09,1686.53,32,52,3,1301,0.0245,56.69,41.26,43.055562495651124,0.041791296395525805,90.0,0,0,,Tuesday,1,1,9,2,0
2024-01-10,1726.08,25,39,2,1194,0.021,73.45,43.04,43.77190947450693,0.016609551655780232,86.23,0,0,,Wednesday,2,1,10,2,0
2024-01-11,1617.56,28,43,2,1156,0.0245,61.04,40.56,42.019591462267165,0.034680902873689766,79.69,0,0,,Thursday,3,1,11,2,0
2024-01-12,1369.79,26,42,2,1158,0.0223,55.91,41.35,43.0033923820324,0.03855614079259433,76.66,0,0,,Friday,4,1,12,2,0
2024-01-13,1239.86,25,42,2,1073,0.0229,52.76,41.2,42.590005203443006,0.032732534343297724,73.79,0,0,,Saturday,5,1,13,2,1
2024-01-14,1416.07,32,53,4,1118,0.029,48.83,43.46,43.7938817599306,0.007579753740004969,81.43,0,0,,Sunday,6,1,14,2,1
2024-01-15,2259.6,43,68,4,1537,0.0281,56.49,37.69,41.99502102878691,0.1024216950469775,159.15,1,0,,Monday,0,1,15,3,0
2024-01-16,1307.67,25,40,3,1175,0.0214,57.48,40.84,41.97616689469153,0.026954727636800437,69.76,0,0,,Tuesday,1,1,16,3,0
2024-01-17,1803.48,30,49,2,1345,0.0222,63.28,41.53,42.120364412733586,0.014123621318500186,81.52,0,0,,Wednesday,2,1,17,3,0
2024-01-18,1577.18,27,37,2,1136,0.0238,61.85,40.33,41.205662565414116,0.021261409271884697,88.06,0,0,,Thursday,3,1,18,3,0
2024-01-19,1243.56,23,36,2,988,0.0228,57.84,42.09,42.16454698699154,0.001878554519945369,69.96,0,0,,Friday,4,1,19,3,0
2024-01-20,1523.5,29,34,2,1033,0.028,55.4,41.76,42.024520403067775,0.006393340061120878,91.48,0,0,,Saturday,5,1,20,3,1
2024-01-21,1657.85,30,49,2,1226,0.0244,58.17,40.94,42.57023627188572,0.03827733752579304,97.5,0,0,,Sunday,6,1,21,3,1
2024-01-22,1300.79,26,43,3,1216,0.0213,54.77,42.69,42.68505358546629,5.817377683070558e-07,80.1,0,0,,Monday,0,1,22,4,0
2024-01-23,1625.75,28,47,4,1242,0.0226,65.03,42.7,43.60570250352953,0.02082829142411461,102.95,0,0,,Tuesday,1,1,23,4,0
2024-01-24,1784.79,33,49,2,1234,0.0267,56.66,41.93,43.050254302911625,0.026125509054279423,66.65,0,0,,Wednesday,2,1,24,4,0
2024-01-25,2331.68,41,69,4,1379,0.0296,61.36,37.09,42.133857806602556,0.11967912994267947,152.49,1,0,,Thursday,3,1,25,4,0
2024-01-26,1188.74,27,49,3,1048,0.0255,48.03,39.9,41.940951197190984,0.04865390814861664,78.62,0,0,,Friday,4,1,26,4,0
2024-01-27,1520.3,31,56,6,1138,0.0269,57.37,42.29,42.7751515029039,0.011306266562483597,96.18,0,0,,Saturday,5,1,27,4,1
2024-01-28,1914.19,33,51,3,1278,0.0261,62.25,41.05,41.68786007578761,0.015209935981814044,93.53,0,0,,Sunday,6,1,28,4,1
2024-01-29,1226.22,25,39,3,1130,0.0223,53.9,42.92,43.57887525951261,0.015197125612751368,74.13,0,0,,Monday,0,1,29,5,0
2024-01-30,1415.5,27,47,2,1186,0.0224,55.51,42.69,43.18766407243277,0.011520833105867496,81.83,0,0,,Tuesday,1,1,30,5,0
2024-01-31,1659.16,28,36,2,1167,0.0241,62.61,42.2,42.19849460873717,7.36911043155708e-05,65.14,0,0,,Wednesday,2,1,31,5,0
2024-02-01,1391.25,28,42,2,1083,0.026,52.5,39.98,41.492119282545474,0.03646723970439982,84.83,0,0,,Thursday,3,2,1,5,0
2024-02-02,1630.72,27,48,2,1144,0.0238,63.95,41.24,43.33232342449925,0.04834227498996427,82.39,0,0,,Friday,4,2,2,5,0
2024-02-03,1917.0,36,62,3,1224,0.0293,56.8,41.98,42.45127609284843,0.011214674164252253,95.11,0,0,,Saturday,5,2,3,5,1
2024-02-04,1693.0,31,50,2,1226,0.025,57.39,41.83,43.26268978718408,0.03315235959017112,98.46,0,0,,Sunday,6,2,4,5,1
2024-02-05,2594.6,47,64,3,1616,0.0292,57.98,35.7,41.56334340472338,0.14113745243911102,138.89,1,0,,Monday,0,2,5,6,0
2024-02-06,1560.19,28,43,3,1296,0.0218,60.59,40.37,42.16037498622774,0.04242126895452624,81.18,0,0,,Tuesday,1,2,6,6,0
2024-02-07,1936.12,30,43,3,1254,0.0236,69.77,41.62,42.52314621983091,0.02113145985068046,72.95,0,0,,Wednesday,2,2,7,6,0
2024-02-08,1472.5,26,42,3,1151,0.0222,62.0,41.9,42.54818835625885,0.015146545282021463,74.3,0,0,,Thursday,3,2,8,6,0
2024-02-09,1291.05,26,37,3,1079,0.0244,54.36,41.56,42.24996071711246,0.016264756701151555,89.49,0,0,,Friday,4,2,9,6,0
2024-02-10,1609.3,27,37,2,1072,0.0252,63.11,41.37,42.893709959408504,0.035631066654925644,101.49,0,0,,Saturday,5,2,10,6,1
2024-02-11,1830.72,34,40,2,1232,0.0273,56.33,40.17,41.879427742370446,0.0408389733252818,88.1,0,0,,Sunday,6,2,11,6,1
2024-02-12,1815.45,30,53,2,1235,0.0243,63.7,42.05,42.43457230898723,0.009080698387830132,80.37,0,0,,Monday,0,2,12,7,0
2024-02-13,1431.62,25,37,2,1348,0.0188,60.92,41.8,42.59217737902714,0.01854705040788826,72.76,0,0,,Tuesday,1,2,13,7,0
2024-02-14,2072.54,43,68,3,1391,0.0309,50.86,40.9,42.82866330043525,0.045097009837457507,133.36,0,1,Valentine's Day,Wednesday,2,2,14,7,0
2024-02-15,2469.25,46,75,3,1496,0.0305,56.44,30.23,42.94696892685334,0.29599406587177013,118.97,1,0,,Thursday,3,2,15,7,0
2024-02-16,1191.64,21,29,2,1079,0.0193,61.11,39.78,41.845214744897284,0.04924292013812379,95.53,0,0,,Friday,4,2,16,7,0
2024-02-17,1667.21,32,42,4,1165,0.0276,57.49,40.03,41.59953149755863,0.03771241298410404,82.97,0,0,,Saturday,5,2,17,7,1
2024-02-18,1709.55,35,48,3,1286,0.0269,52.2,42.44,43.286606093139106,0.019659760051396115,86.98,0,0,,Sunday,6,2,18,7,1
2024-02-19,1336.75,27,38,3,1200,0.0228,54.01,41.46,42.71938840718776,0.029531891699731888,81.85,0,0,,Monday,0,2,19,8,0
2024-02-20,1536.06,34,55,3,1358,0.0251,48.38,40.68,42.07090807806607,0.033050712712366016,85.17,0,0,,Tuesday,1,2,20,8,0
2024-02-21,1729.66,32,45,2,1341,0.0242,56.71,43.28,43.45069118531352,0.0039227908158561975,78.27,0,0,,Wednesday,2,2,21,8,0
2024-02-22,1681.0,28,52,4,1179,0.0236,67.24,41.43,42.58940478057572,0.027224847955193254,73.02,0,0,,Thursday,3,2,22,8,0
2024-02-23,1451.84,26,45,3,1108,0.0239,61.13,41.69,43.2275783104383,0.03546604142363048,87.05,0,0,,Friday,4,2,23,8,0
2024-02-24,2079.01,33,56,3,1221,0.0267,67.61,42.2,42.56051108884607,0.00836606520005302,95.77,0,0,,Saturday,5,2,24,8,1
2024-02-25,3512.9,57,92,5,1528,0.0375,65.97,36.12,43.756448754929195,0.17443340476750266,135.0,1,0,,Sunday,6,2,25,8,1
2024-02-26,1508.88,27,49,4,1333,0.0199,62.87,42.3,43.573204505465924,0.029188639025705582,90.84,0,0,,Monday,0,2,26,9,0
2024-02-27,1987.42,31,47,2,1338,0.0235,67.37,40.35,42.37062151091256,0.04761108928487973,89.36,0,0,,Tuesday,1,2,27,9,0
2024-02-28,1902.6,33,51,2,1426,0.0229,60.4,43.01,43.102942570572615,0.0021211149103445848,81.07,0,0,,Wednesday,2,2,28,9,0
2024-02-29,1886.62,34,54,2,1404,0.0245,58.05,42.34,42.90722556975109,0.013266306877773349,80.64,0,0,,Thursday,3,2,29,9,0
2024-03-01,1433.02,24,40,2,1113,0.0212,63.69,42.08,43.38117893451941,0.030077693964991204,84.43,0,0,,Friday,4,3,1,9,0
2024-03-02,1806.2,29,48,2,1247,0.0235,65.68,41.36,41.98104592365194,0.014827995610296536,83.11,0,0,,Saturday,5,3,2,9,1
2024-03-03,1853.48,34,50,2,1261,0.0273,57.03,41.44,42.97163087599907,0.03572120820356211,90.24,0,0,,Sunday,6,3,3,9,1
2024-03-04,1706.48,32,47,2,1360,0.0236,55.95,41.56,43.19505469210976,0.037950264126096554,62.78,0,0,,Monday,0,3,4,10,0
2024-03-05,3411.7,58,101,6,1727,0.0337,63.77,31.99,41.504756308146135,0.22916216253104119,149.98,1,0,,Tuesday,1,3,5,10,0
2024-03-06,1726.45,29,49,2,1402,0.0206,62.78,40.77,41.85004489240054,0.025692723210338386,67.51,0,0,,Wednesday,2,3,6,10,0
2024-03-07,1858.78,32,47,3,1259,0.0255,62.48,40.28,41.336460693343945,0.025444527779552795,92.03,0,0,,Thursday,3,3,7,10,0
2024-03-08,1555.92,32,40,3,1168,0.0277,52.3,41.62,42.39835589933327,0.018464038510777055,77.36,0,0,,Friday,4,3,8,10,0
2024-03-09,1928.84,31,47,3,1189,0.0263,67.09,40.99,42.99052535347758,0.04664624312848361,88.31,0,0,,Saturday,5,3,9,10,1
2024-03-10,1674.64,34,57,5,1376,0.0244,55.36,41.66,43.46141423125762,0.041375315993661066,84.98,0,0,,Sunday,6,3,10,10,1
2024-03-11,1477.06,29,54,4,1303,0.0223,56.81,41.12,42.604456868251866,0.03486046909548184,77.7,0,0,,Monday,0,3,11,11,0
2024-03-12,1704.66,34,45,3,1494,0.0229,53.69,41.98,43.53716932734278,0.03571633178674988,91.35,0,0,,Tuesday,1,3,12,11,0
2024-03-13,2141.74,33,49,3,1373,0.0243,69.65,40.77,41.731939125071065,0.023085807190655956,60.1,0,0,,Wednesday,2,3,13,11,0
2024-03-14,1620.04,30,44,3,1332,0.0222,58.38,39.63,41.53797053638691,0.04604972605482879,90.22,0,0,,Thursday,3,3,14,11,0
2024-03-15,2620.56,51,96,7,1513,0.0338,57.28,32.08,42.52667138066203,0.24569813543232263,113.36,1,0,,Friday,4,3,15,11,0
2024-03-16,1734.22,30,46,2,1221,0.0248,60.85,41.23,42.79043926936359,0.036449053082790825,80.34,0,0,,Saturday,5,3,16,11,1
2024-03-17,1885.0,32,44,1,1364,0.0237,60.32,40.71,42.540383151143544,0.04308454518936727,81.4,0,0,,Sunday,6,3,17,11,1
2024-03-18,1958.6,38,63,4,1501,0.0253,55.96,40.75,41.31953473997608,0.013703579467109551,93.41,0,0,,Monday,0,3,18,12,0
2024-03-19,1484.46,26,38,2,1417,0.0186,60.59,40.79,42.50652797629233,0.04035354519333515,72.44,0,0,,Tuesday,1,3,19,12,0
2024-03-20,1727.05,34,45,2,1514,0.0226,53.14,41.37,41.77731829969709,0.009762030147824603,70.77,0,0,,Wednesday,2,3,20,12,0
2024-03-21,2175.92,42,58,3,1457,0.0291,54.74,42.22,42.961803529298024,0.017267097612244393,89.1,0,0,,Thursday,3,3,21,12,0
2024-03-22,1189.49,27,50,3,1195,0.0229,48.06,42.06,42.77995894765811,0.016780522713492136,82.71,0,0,,Friday,4,3,22,12,0
2024-03-23,1463.19,30,49,2,1211,0.025,51.34,39.94,41.996072128203586,0.04892627341945703,82.5,0,0,,Saturday,5,3,23,12,1
2024-03-24,2297.75,38,60,4,1416,0.0271,65.65,40.44,42.251679849597984,0.04282686118739634,91.73,0,0,,Sunday,6,3,24,12,1
2024-03-25,3422.43,54,86,6,1766,0.0307,69.14,31.64,41.924471886866634,0.24519598199705908,139.75,1,0,,Monday,0,3,25,13,0
2024-03-26,2084.22,38,61,3,1635,0.0234,58.3,40.98,42.5223925416361,0.03635283808076951,88.81,0,0,,Tuesday,1,3,26,13,0
2024-03-27,2119.79,36,58,5,1507,0.0242,65.73,41.92,43.13308539230074,0.028103639720128554,88.49,0,0,,Wednesday,2,3,27,13,0
2024-03-28,1530.91,28,45,2,1341,0.0212,57.77,39.98,41.96856437219868,0.04735453335542596,84.26,0,0,,Thursday,3,3,28,13,0
2024-03-29,1627.48,32,50,5,1202,0.0263,57.61,41.8,42.86242790931071,0.02481293764411808,82.89,0,0,,Friday,4,3,29,13,0
2024-03-30,2129.4,39,67,4,1427,0.0275,59.15,41.44,42.24184542897654,0.019025885493494727,104.09,0,0,,Saturday,5,3,30,13,1
2024-03-31,2163.76,40,62,4,1391,0.0284,58.48,41.74,42.08427630064259,0.00815176684657955,90.0,0,0,,Sunday,6,3,31,13,1
2024-04-01,1759.64,31,43,1,1437,0.0219,58.17,40.86,42.535781784027265,0.0393102826130529,70.55,0,0,,Monday,0,4,1,14,0
2024-04-02,2493.18,41,59,3,1604,0.0258,64.34,40.44,41.978854606548374,0.036722196603779574,83.6,0,0,,Tuesday,1,4,2,14,0
2024-04-03,1900.87,34,41,3,1521,0.0225,59.87,41.46,42.26781041679169,0.019217751926206745,96.69,0,0,,Wednesday,2,4,3,14,0
2024-04-04,1870.5,33,63,4,1395,0.0235,62.35,41.83,41.88127326444669,0.0012596706979614682,71.88,0,0,,Thursday,3,4,4,14,0
2024-04-05,2977.92,47,84,4,1632,0.0286,67.68,33.37,43.77883507974983,0.23777706041001814,133.03,1,0,,Friday,4,4,5,14,0
2024-04-06,2031.44,35,49,2,1412,0.0248,60.64,42.6,42.62115813118304,0.0005708991727036817,93.33,0,0,,Saturday,5,4,6,14,1
2024-04-07,2078.5,42,63,5,1489,0.0285,54.34,40.7,42.18016469520445,0.03518498898145255,89.57,0,0,,Sunday,6,4,7,14,1
2024-04-08,1558.9,32,46,3,1453,0.0223,52.4,40.66,42.728387946440535,0.04851285548630285,72.14,0,0,,Monday,0,4,8,15,0
2024-04-09,1782.33,34,62,5,1591,0.0213,58.92,41.6,42.5326031701855,0.021883066407410175,88.97,0,0,,Tuesday,1,4,9,15,0
2024-04-10,1859.98,34,44,2,1561,0.0216,57.23,41.97,42.46741824028007,0.011748670249797638,98.56,0,0,,Wednesday,2,4,10,15,0
2024-04-11,1787.8,33,52,3,1353,0.0244,58.14,41.45,42.968500020026056,0.03524355050216909,81.57,0,0,,Thursday,3,4,11,15,0
2024-04-12,1536.52,29,44,3,1321,0.0218,57.44,41.3,43.05450462602838,0.04085640710077926,72.77,0,0,,Friday,4,4,12,15,0
2024-04-13,2653.42,40,68,2,1486,0.0268,68.92,41.13,42.281699311433684,0.027321515803892367,77.61,0,0,,Saturday,5,4,13,15,1
2024-04-14,1878.66,39,60,3,1432,0.0273,51.12,40.21,42.25450905561319,0.04835176376280731,92.06,0,0,,Sunday,6,4,14,15,1
2024-04-15,2353.45,49,64,5,1877,0.0259,52.01,37.35,42.43496898170901,0.11983561991744318,150.35,1,0,,Monday,0,4,15,16,0
2024-04-16,1779.68,32,48,2,1556,0.0203,58.35,40.18,41.218847301158654,0.02523977991522641,83.8,0,0,,Tuesday,1,4,16,16,0
2024-04-17,2066.62,39,54,2,1626,0.0239,55.11,40.19,41.69088536268087,0.03592269736612751,79.98,0,0,,Wednesday,2,4,17,16,0
2024-04-18,1688.67,32,50,4,1485,0.0215,58.23,41.55,43.42012456046672,0.04313202355745895,75.29,0,0,,Thursday,3,4,18,16,0
2024-04-19,1873.94,33,60,2,1317,0.0248,59.49,43.2,43.58698062810077,0.008962780595389503,71.26,0,0,,Friday,4,4,19,16,0
2024-04-20,2368.44,40,49,3,1372,0.0291,62.74,40.75,42.45057837626617,0.04000017408818407,96.68,0,0,,Saturday,5,4,20,16,1
2024-04-21,2013.2,43,60,4,1525,0.0284,50.33,41.76,42.945934177833465,0.027635353785927266,97.31,0,0,,Sunday,6,4,21,16,1
2024-04-22,2040.93,38,55,1,1420,0.0266,54.79,41.94,42.78675009272612,0.01982768409949816,67.63,0,0,,Monday,0,4,22,17,0
2024-04-23,2065.54,37,55,3,1659,0.0224,59.44,44.15,44.44732848507314,0.006585751428954678,92.72,0,0,,Tuesday,1,4,23,17,0
2024-04-24,2280.45,41,69,5,1670,0.0243,61.22,41.4,43.27174494686075,0.043264787945445624,84.59,0,0,,Wednesday,2,4,24,17,0
2024-04-25,3467.73,52,83,5,1784,0.0293,71.87,33.56,42.52324944511154,0.21084530282640332,123.23,1,0,,Thursday,3,4,25,17,0
2024-04-26,2001.6,35,57,4,1254,0.0279,62.55,41.38,42.02667573563975,0.015489392960454963,69.26,0,0,,Friday,4,4,26,17,0
2024-04-27,2562.12,47,68,4,1517,0.0311,58.23,41.03,41.636132207845456,0.014502276598121845,79.07,0,0,,Saturday,5,4,27,17,1
2024-04-28,1982.88,40,64,5,1493,0.0271,54.7,40.86,42.72207818152034,0.04357070170954272,88.81,0,0,,Sunday,6,4,28,17,1
2024-04-29,2070.86,39,66,3,1633,0.0239,56.35,40.73,42.14618955282942,0.0336351497104449,84.02,0,0,,Monday,0,4,29,18,0
2024-04-30,2339.36,43,61,2,1670,0.026,56.37,40.08,41.746647774241396,0.03983406985956862,94.37,0,0,,Tuesday,1,4,30,18,0
2024-05-01,2157.63,37,63,3,1634,0.0227,62.09,41.72,42.252056269454485,0.01252339493962495,85.65,0,0,,Wednesday,2,5,1,18,0
2024-05-02,1901.02,33,51,2,1536,0.0218,60.35,40.68,41.99107119783137,0.031243704980349948,78.06,0,0,,Thursday,3,5,2,18,0
2024-05-03,1543.96,32,56,4,1317,0.0246,53.24,42.4,43.652284981043536,0.028587299157187437,71.79,0,0,,Friday,4,5,3,18,0
2024-05-04,2201.43,40,61,2,1484,0.0272,57.18,41.37,43.16898385416967,0.041641518839413555,99.84,0,0,,Saturday,5,5,4,18,1
2024-05-05,4069.64,66,112,7,1906,0.0344,66.99,35.77,42.63521641521003,0.16112084309804298,130.63,1,0,,Sunday,6,5,5,18,1
2024-05-06,1798.98,32,49,3,1522,0.021,60.47,43.5,43.52796648333402,0.0006078385738693404,93.03,0,0,,Monday,0,5,6,19,0
2024-05-07,1883.74,33,51,3,1696,0.0196,61.26,41.25,42.68642098458857,0.033700995952939634,77.72,0,0,,Tuesday,1,5,7,19,0
2024-05-08,2122.4,39,62,5,1662,0.0234,60.21,42.01,42.12322947920304,0.002591789955986451,92.72,0,0,,Wednesday,2,5,8,19,0
2024-05-09,2344.13,38,63,3,1532,0.0247,65.57,42.36,43.553874446361796,0.027442933253867798,85.43,0,0,,Thursday,3,5,9,19,0
2024-05-10,1638.92,30,40,3,1327,0.0224,59.06,42.35,42.96334602621079,0.014381636452183912,78.9,0,0,,Friday,4,5,10,19,0
2024-05-11,2422.43,47,85,5,1568,0.0299,56.01,41.37,42.01765230740413,0.015338829976107062,85.84,0,0,,Saturday,5,5,11,19,1
2024-05-12,2068.86,41,50,3,1622,0.0255,53.39,41.78,42.52579679314984,0.017647925172617828,87.27,0,0,,Sunday,6,5,12,19,1
2024-05-13,1825.62,35,50,5,1663,0.021,58.42,40.81,42.114629047969146,0.031064622452480508,83.43,0,0,,Monday,0,5,13,20,0
2024-05-14,1729.88,39,60,2,1683,0.0229,46.13,41.11,41.8103201614214,0.01670249828343846,80.62,0,0,,Tuesday,1,5,14,20,0
2024-05-15,3186.89,59,101,8,1956,0.0304,60.13,32.87,43.19570652851898,0.23912362929936137,106.25,1,0,,Wednesday,2,5,15,20,0
2024-05-16,2027.46,40,73,5,1666,0.0243,55.93,42.9,43.78564998428208,0.020226369278693486,78.67,0,0,,Thursday,3,5,16,20,0
2024-05-17,1444.1,30,36,2,1414,0.0214,50.67,41.66,41.80085945570852,0.003417660015497931,80.63,0,0,,Friday,4,5,17,20,0
2024-05-18,2013.1,42,61,5,1423,0.0298,52.63,41.29,42.97778154201434,0.039187992124205366,72.97,0,0,,Saturday,5,5,18,20,1
2024-05-19,2934.25,50,58,2,1621,0.0309,60.5,41.65,42.249614458526906,0.014287916229635302,93.67,0,0,,Sunday,6,5,19,20,1
2024-05-20,2073.5,38,59,3,1674,0.0229,58.0,41.43,42.347724769741184,0.021638343979963132,72.16,0,0,,Monday,0,5,20,21,0
2024-05-21,2403.55,44,70,3,1701,0.0256,57.57,40.84,42.28456364545668,0.03427219416109508,70.77,0,0,,Tuesday,1,5,21,21,0
2024-05-22,1950.78,37,68,5,1749,0.0209,58.67,41.42,42.121605538192114,0.0166228078574356,66.5,0,0,,Wednesday,2,5,22,21,0
2024-05-23,2186.86,40,63,3,1608,0.025,57.93,42.55,42.6691129767669,0.0028292828073357814,65.65,0,0,,Thursday,3,5,23,21,0
2024-05-24,1963.54,34,59,4,1348,0.0251,63.34,41.35,42.14142993015338,0.01869605235064068,69.16,0,0,,Friday,4,5,24,21,0
2024-05-25,3863.08,67,116,7,1859,0.0362,62.56,33.56,42.8022740954679,0.21599675748562625,146.87,1,0,,Saturday,5,5,25,21,1
2024-05-26,2222.67,46,68,4,1686,0.027,51.69,41.24,42.60985713433052,0.032086719864927914,105.63,0,0,,Sunday,6,5,26,21,1
2024-05-27,2166.4,32,41,3,1557,0.0207,72.82,41.07,42.49663117188015,0.03357395743336035,135.89,0,1,Memorial Day,Monday,0,5,27,22,0
2024-05-28,2158.23,38,61,3,1725,0.0218,60.37,40.76,42.09546180277504,0.03161410768188199,81.42,0,0,,Tuesday,1,5,28,22,0
2024-05-29,1884.04,35,45,2,1627,0.0217,56.24,41.87,42.293937201659,0.00994960694797184,83.2,0,0,,Wednesday,2,5,29,22,0
2024-05-30,1468.5,32,57,6,1551,0.0209,53.4,42.19,43.09323473549546,0.02091669320511401,81.05,0,0,,Thursday,3,5,30,22,0
2024-05-31,1873.29,33,50,3,1422,0.0233,60.92,41.33,42.94055031257463,0.037546989918165914,79.38,0,0,,Friday,4,5,31,22,0
2024-06-01,2200.12,39,69,2,1482,0.0261,58.67,41.88,42.093466853120866,0.005068644877657957,80.44,0,0,,Saturday,5,6,1,22,1
2024-06-02,2502.07,40,59,3,1600,0.0252,66.28,42.15,42.739599383257534,0.013892638804485614,101.61,0,0,,Sunday,6,6,2,22,1
2024-06-03,1813.77,33,53,2,1599,0.0207,57.58,42.53,43.13083227402307,0.013815955423292682,94.46,0,0,,Monday,0,6,3,23,0
2024-06-04,2003.54,40,64,5,1858,0.0217,55.27,40.78,41.67835683132718,0.021600946379725303,66.54,0,0,,Tuesday,1,6,4,23,0
2024-06-05,4416.72,72,117,8,2216,0.0323,66.92,35.83,43.00601611542796,0.16684766373921217,102.81,1,0,,Wednesday,2,6,5,23,0
2024-06-06,1933.25,33,49,3,1513,0.0216,62.87,42.14,42.28242574463249,0.003375127334191097,77.76,0,0,,Thursday,3,6,6,23,0
2024-06-07,1881.19,34,55,3,1531,0.0219,59.25,41.91,43.02235920115589,0.025935049719029754,72.28,0,0,,Friday,4,6,7,23,0
2024-06-08,2252.41,39,54,3,1509,0.026,61.29,41.84,42.22204450607449,0.008968234100610524,94.05,0,0,,Saturday,5,6,8,23,1
2024-06-09,2472.23,45,60,3,1621,0.028,57.83,39.58,41.597070739601286,0.04853382727048721,84.17,0,0,,Sunday,6,6,9,23,1
2024-06-10,2175.6,40,71,4,1672,0.0239,58.8,41.47,41.703474537270104,0.005665175236373211,97.32,0,0,,Monday,0,6,10,24,0
2024-06-11,1631.5,29,49,4,1725,0.0168,62.75,41.85,42.70885096799683,0.020180050118079565,89.52,0,0,,Tuesday,1,6,11,24,0
2024-06-12,2479.54,45,70,5,1786,0.0251,60.11,41.26,42.83583350103289,0.03689424924173031,81.7,0,0,,Wednesday,2,6,12,24,0
2024-06-13,2155.39,42,78,5,1613,0.026,56.35,40.65,42.13741002493735,0.035227721401372265,88.22,0,0,,Thursday,3,6,13,24,0
2024-06-14,1749.64,30,45,3,1438,0.0208,63.05,42.15,43.06315547526643,0.021136431844696615,88.85,0,0,,Friday,4,6,14,24,0
2024-06-15,2661.66,59,110,8,1837,0.0321,50.22,35.68,41.68308796263862,0.14412239054224224,139.72,1,0,,Saturday,5,6,15,24,1
2024-06-16,2509.52,41,65,4,1562,0.026,66.04,41.79,42.64035212081161,0.01988061892764353,83.47,0,0,,Sunday,6,6,16,24,1
2024-06-17,1510.75,33,45,3,1555,0.0215,49.13,41.4,41.95339028014253,0.013213813157931964,80.63,0,0,,Monday,0,6,17,25,0
2024-06-18,1972.46,41,77,6,1765,0.0234,54.04,41.85,42.288898335318706,0.01026664693533999,86.89,0,0,,Tuesday,1,6,18,25,0
2024-06-19,1689.2,32,55,3,1657,0.0191,56.78,41.68,42.70843920278985,0.0241519848779445,81.11,0,0,,Wednesday,2,6,19,25,0
2024-06-20,1721.72,32,49,2,1558,0.0207,56.45,41.6,42.16375198082963,0.013426687803380367,67.38,0,0,,Thursday,3,6,20,25,0
2024-06-21,2333.71,40,67,3,1526,0.026,61.82,41.84,42.449266673462105,0.014373083244862507,73.58,0,0,,Friday,4,6,21,25,0
2024-06-22,1951.75,40,59,4,1603,0.0251,52.75,41.86,43.28377568552867,0.03283780317372786,89.41,0,0,,Saturday,5,6,22,25,1
2024-06-23,2695.59,48,82,3,1625,0.0297,58.92,40.28,42.33386487828611,0.048426866584994614,89.39,0,0,,Sunday,6,6,23,25,1
2024-06-24,2035.95,39,44,3,1673,0.0236,55.4,41.88,43.18141526723908,0.030181860027968757,95.78,0,0,,Monday,0,6,24,26,0
2024-06-25,3639.96,61,88,5,2274,0.0267,63.58,34.36,42.00217588720543,0.18198097793925766,111.24,1,0,,Tuesday,1,6,25,26,0
2024-06-26,2182.5,42,73,6,1765,0.024,58.2,42.84,42.99788250674917,0.003779180692703349,84.04,0,0,,Wednesday,2,6,26,26,0
2024-06-27,1995.3,36,54,3,1593,0.0228,59.12,41.47,43.54494117239474,0.0475711610422783,91.91,0,0,,Thursday,3,6,27,26,0
2024-06-28,1622.08,31,49,3,1397,0.0223,56.42,40.58,41.197013299923626,0.014864539515366683,98.17,0,0,,Friday,4,6,28,26,0
2024-06-29,2212.86,42,55,4,1549,0.0274,56.74,42.01,42.20186284671772,0.004603349304123772,86.76,0,0,,Saturday,5,6,29,26,1
2024-06-30,2522.95,47,88,7,1681,0.0279,60.43,41.74,43.02624327630832,0.02995222935751908,93.93,0,0,,Sunday,6,6,30,26,1
2024-07-01,2347.28,40,71,4,1620,0.0245,63.44,41.27,42.598172768374205,0.031182438914513305,84.56,0,0,,Monday,0,7,1,27,0
2024-07-02,2373.0,45,68,4,1770,0.0253,56.5,41.55,42.94268752402279,0.032425241005934406,81.56,0,0,,Tuesday,1,7,2,27,0
2024-07-03,2043.51,40,59,4,1700,0.0238,55.23,41.79,42.35760888797051,0.013370101392877067,79.21,0,0,,Wednesday,2,7,3,27,0
2024-07-04,2476.8,39,68,4,1656,0.0235,68.8,42.74,42.77195387248374,0.0007555342107237518,128.56,0,1,Independence Day,Thursday,3,7,4,27,0
2024-07-05,2855.12,50,99,6,1670,0.0299,62.75,31.27,42.626593658764754,0.2663394087351547,129.64,1,0,,Friday,4,7,5,27,0
2024-07-06,2794.19,50,86,7,1521,0.0326,62.44,42.88,43.420669236995884,0.012544652284555126,95.46,0,0,,Saturday,5,7,6,27,1
2024-07-07,2489.26,48,93,3,1680,0.0285,54.41,41.42,42.872652505980724,0.033801314402627375,91.01,0,0,,Sunday,6,7,7,27,1
